IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
170132101,06 Oct 2010,2010,13:28:21,13,Fire,Primary Fire,,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Correct incident location,,W12,0,21000077,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000265,Wormholt and White City,Wormholt and White City,NULL,NULL,522850,180850,NULL,NULL,London,Hammersmith,407,Hammersmith,NULL,,2,2,2,1,260,1
170137101,06 Oct 2010,2010,13:40:15,13,False Alarm,False alarm - Good intent,,Dwelling,"House - single occupancy ",Correct incident location,,IG1,0,22302742,E09000026,REDBRIDGE,Redbridge,E05011253,Valentines,Valentines,NULL,NULL,544150,187550,NULL,NULL,London,Ilford,449,Dagenham,500,Barking,3,3,3,1,260,1
170139101,06 Oct 2010,2010,13:53:01,13,False Alarm,AFA,,Non Residential,"Library ",On land associated with building,W6 9YD,W6,34030325,21000408,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000256,Hammersmith Broadway,Hammersmith Broadway,523250,178750,523250,178750,51.4942687997,-0.2259693402,London,Hammersmith,419,North Kensington,NULL,,1,1,1,1,260,1
170142101,06 Oct 2010,2010,14:00:07,14,Fire,Primary Fire,,Other Residential,Retirement/Old Persons Home,Correct incident location,DA1 4EB,DA1,100020221440,20100870,E09000004,BEXLEY,Bexley,E05011222,Crayford,Crayford,550947,174761,550950,174750,51.4517171347,0.1710227910,London,Bexley,186,Bexley,478,Erith,2,2,2,2,520,1
170143101,06 Oct 2010,2010,14:03:44,14,False Alarm,AFA,,Non Residential,"Large supermarket ",In street close to gazetteer location,DA6 7EG,DA6,NULL,NULL,E09000004,BEXLEY,Bexley,E05000069,Christchurch,Christchurch,549018,175403,549050,175450,51.4579961457,0.1435527478,London,Bexley,585,Eltham,NULL,,1,1,1,1,260,1
170144101,06 Oct 2010,2010,14:03:51,14,False Alarm,False alarm - Good intent,,Non Residential,"Hospital ",Within same building,RM7 0AG,RM7,10013186555,21301559,E09000016,HAVERING,Havering,E05000306,Brooklands,Brooklands,551109,187777,551150,187750,51.5686239948,0.1789267036,London,Dagenham,399,Hornchurch,489,Dagenham,2,2,2,1,260,2
170147101,06 Oct 2010,2010,14:08:21,14,False Alarm,False alarm - Good intent,,Dwelling,"Purpose Built Flats/Maisonettes - 4 to 9 storeys ",Within same building,,E2,0,22700405,E09000030,TOWER HAMLETS,Tower Hamlets,E05009335,Weavers,Weavers,NULL,NULL,534350,182550,NULL,NULL,London,Bethnal Green,207,Bethnal Green,246,Shoreditch,3,3,3,2,520,1
170149101,06 Oct 2010,2010,14:13:21,14,False Alarm,False alarm - Good intent,,Non Residential,"Hospital ",Within same building,NW3 2QG,NW3,5087826,20400297,E09000007,CAMDEN,Camden,E05000135,Hampstead Town,Hampstead Town,527297,185410,527250,185450,51.5532265330,-0.1652982258,London,Kentish Town,205,Belsize,269,Kentish Town,2,3,3,2,520,1
170150101,06 Oct 2010,2010,14:16:18,14,Special Service,Special Service,RTC,Road Vehicle,"Multiple Vehicles ",In street outside gazetteer location,SW19 4RS,SW19,NULL,NULL,E09000024,MERTON,Merton,E05000472,Village,Village,524157,170916,524150,170950,51.4236634561,-0.2156578006,London,Wimbledon,502,New Malden,NULL,,1,1,1,1,260,1
170151101,06 Oct 2010,2010,14:18:24,14,False Alarm,AFA,,Dwelling,"Bungalow - single occupancy ",Correct incident location,,TW13,0,21500958,E09000018,HOUNSLOW,Hounslow,E05000352,Feltham West,Feltham West,NULL,NULL,510250,172550,NULL,NULL,London,Feltham,274,Feltham,280,Feltham,1,2,2,1,260,2
170152101,06 Oct 2010,2010,14:20:52,14,Special Service,Special Service,Lift Release,Dwelling,"Purpose Built Flats/Maisonettes - 10 or more storeys ",Nearby address - street not listed in gazetteer,,SE16,0,NULL,E09000028,SOUTHWARK,Southwark,E05000549,Rotherhithe,Rotherhithe,NULL,NULL,535250,178750,NULL,NULL,London,Deptford,NULL,,NULL,,1,1,1,1,260,1
170153101,06 Oct 2010,2010,14:21:11,14,Fire,Primary Fire,,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Correct incident location,,W12,0,21000272,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05000263,Shepherd's Bush Green,Shepherd's Bush Green,NULL,NULL,522950,179650,NULL,NULL,London,Hammersmith,308,Hammersmith,386,Kensington,2,2,2,2,520,3
170158101,06 Oct 2010,2010,14:28:30,14,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,E6 1AX,E6,46253301,22207903,E09000025,NEWHAM,Newham,E05000485,Green Street East,Green Street East,541460,184084,541450,184050,51.5379400940,0.0383188155,London,East Ham,NULL,,NULL,,1,2,2,1,260,1
170159101,06 Oct 2010,2010,14:33:04,14,False Alarm,AFA,,Non Residential,"Gym ",Correct incident location,HA6 1HR,HA6,10003001209,21400375,E09000017,HILLINGDON,Hillingdon,E05000336,Northwood Hills,Northwood Hills,509750,190750,509750,190750,51.6049055385,-0.4166126308,London,Ruislip,552,Ruislip,NULL,,1,1,1,1,260,1
170160101,06 Oct 2010,2010,14:35:50,14,False Alarm,AFA,,Non Residential,"Museum ",Correct incident location,E2 9PA,E2,6039165,22700252,E09000030,TOWER HAMLETS,Tower Hamlets,E05009317,Bethnal Green,Bethnal Green,535019,182909,535050,182950,51.5289574008,-0.0549439914,London,Bethnal Green,258,Bow,NULL,,1,1,1,1,260,1
170162101,06 Oct 2010,2010,14:45:10,14,False Alarm,AFA,,Non Residential,"College/University ",Correct incident location,N1 6HQ,N1,100023135466,20900393,E09000012,HACKNEY,Hackney,E05009377,Hoxton East & Shoreditch,Hoxton East & Shoreditch,533325,183061,533350,183050,51.5307259449,-0.0792926795,London,Shoreditch,215,Shoreditch,NULL,,1,1,1,1,260,1
170163101,06 Oct 2010,2010,14:45:28,14,Fire,Primary Fire,,Dwelling,"Purpose Built Flats/Maisonettes - 4 to 9 storeys ",Correct incident location,,SM2,0,22605685,E09000029,SUTTON,Sutton,E05000566,Sutton South,Sutton South,NULL,NULL,526050,163750,NULL,NULL,London,Sutton,563,Mitcham,NULL,,2,3,3,6,1560,2
172537111,22 Oct 2011,2011,22:17:41,22,Special Service,Special Service,Advice Only,Dwelling,"Licensed House in Multiple Occupation - 3 or more storeys ",Correct incident location,,DA18,0,20101373,E09000004,BEXLEY,Bexley,E05011232,Thamesmead East,Thamesmead East,NULL,NULL,547850,179850,NULL,NULL,London,Erith,NULL,,NULL,,1,1,1,1,260,1
172538111,22 Oct 2011,2011,22:21:34,22,Fire,Secondary Fire,,Outdoor Structure,Railings,Correct incident location,E15 1JD,E15,46049223,22200087,E09000025,NEWHAM,Newham,E05000492,Stratford and New Town,Stratford and New Town,539088,185145,539050,185150,51.5480636976,0.0045595511,London,Stratford,290,Stratford,NULL,,1,1,1,1,260,4
172542111,22 Oct 2011,2011,22:25:44,22,Fire,Secondary Fire,,Outdoor,"Park ",Open land/water - nearest gazetteer location,HA9 9LQ,HA9,NULL,NULL,E09000005,BRENT,Brent,E05000086,Barnhill,Barnhill,519616,186991,519650,186950,51.5691143525,-0.2754940380,London,Wembley,488,Wembley,NULL,,1,1,1,1,260,3
172546111,22 Oct 2011,2011,22:27:57,22,False Alarm,False alarm - Malicious,,Outdoor Structure,Small refuse/rubbish container,Correct incident location,HA3 9BP,HA3,100023033525,21201002,E09000015,HARROW,Harrow,E05000299,Queensbury,Queensbury,517146,189624,517150,189650,51.5932962675,-0.3102385276,London,Stanmore,735,Mill Hill,NULL,,1,1,1,1,260,1
172548111,22 Oct 2011,2011,22:37:08,22,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,EN5 5BA,EN5,200094133,20034720,E09000003,BARNET,Barnet,E05000056,High Barnet,High Barnet,525372,195917,525350,195950,51.6480823526,-0.1892965089,London,Barnet,164,Barnet,NULL,,2,2,2,1,260,1
172549111,22 Oct 2011,2011,22:44:25,22,False Alarm,False alarm - Good intent,,Dwelling,"House - single occupancy ",In street outside gazetteer location,,E17,0,NULL,E09000031,WALTHAM FOREST,Waltham Forest,E05000601,Hoe Street,Hoe Street,NULL,NULL,537850,188450,NULL,NULL,London,Walthamstow,267,Leyton,497,Walthamstow,2,2,2,1,260,1
172551111,22 Oct 2011,2011,22:50:10,22,Fire,Secondary Fire,,Outdoor,"Grassland/ pasture/ grazing etc ",Open land/water - nearest gazetteer location,SW16 2UB,SW16,NULL,NULL,E09000022,LAMBETH,Lambeth,E05000432,Streatham Wells,Streatham Wells,530957,171766,530950,171750,51.4297739987,-0.1175954967,London,West Norwood,343,West Norwood,NULL,,1,1,1,1,260,1
172553111,22 Oct 2011,2011,22:55:34,22,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,On land associated with building,E14 3LU,E14,6081386,22700723,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,Blackwall & Cubitt Town,Blackwall & Cubitt Town,538055,179371,538050,179350,51.4964308430,-0.0125898693,London,Millwall,364,Poplar,377,Millwall,2,2,2,1,260,3
172554111,22 Oct 2011,2011,22:57:35,22,False Alarm,False alarm - Good intent,,Outdoor,"Road surface/pavement ",In street outside gazetteer location,E14 3LX,E14,NULL,NULL,E09000030,TOWER HAMLETS,Tower Hamlets,E05009318,Blackwall & Cubitt Town,Blackwall & Cubitt Town,538027,179396,538050,179350,51.4966623319,-0.0129831876,London,Millwall,NULL,,NULL,,1,1,1,1,260,1
172557111,22 Oct 2011,2011,23:00:28,23,Fire,Secondary Fire,,Outdoor,"Cycle path/public footpath/bridleway ",In street close to gazetteer location,E2 8JD,E2,NULL,NULL,E09000012,HACKNEY,Hackney,E05009375,Haggerston,Haggerston,533532,183303,533550,183350,51.5328517076,-0.0762184861,London,Shoreditch,782,Shoreditch,NULL,,1,1,1,1,260,2
172559111,22 Oct 2011,2011,23:07:11,23,False Alarm,AFA,,Dwelling,"Self contained Sheltered Housing ",Within same building,,W9,0,8400514,E09000033,WESTMINSTER,Westminster,E05000643,Regent's Park,Regent's Park,NULL,NULL,526350,182550,NULL,NULL,London,Paddington,211,Paddington,226,Paddington,2,3,3,1,260,1
172560111,22 Oct 2011,2011,23:07:17,23,Fire,Primary Fire,,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Correct incident location,,N8,0,21103675,E09000014,HARINGEY,Haringey,E05000273,Hornsey,Hornsey,NULL,NULL,530250,189750,NULL,NULL,London,Hornsey,175,Hornsey,NULL,,1,2,2,1,260,1
172561111,22 Oct 2011,2011,23:09:50,23,False Alarm,AFA,,Other Residential,"Hotel/motel ",Correct incident location,WC1B 5AD,WC1B,5029443,20401106,E09000007,CAMDEN,Camden,E05000138,Holborn and Covent Garden,Holborn and Covent Garden,530326,181888,530350,181850,51.5208842846,-0.1229368828,London,Soho,260,Clerkenwell,NULL,,1,1,1,1,260,1
172563111,22 Oct 2011,2011,23:13:53,23,Special Service,Special Service,Flooding,Dwelling,"Purpose Built Flats/Maisonettes - 4 to 9 storeys ",Within same building,,SE24,0,21900737,E09000022,LAMBETH,Lambeth,E05000423,Herne Hill,Herne Hill,NULL,NULL,531750,174450,NULL,NULL,London,Brixton,288,Brixton,NULL,,1,1,1,2,520,1
172564111,22 Oct 2011,2011,23:26:10,23,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street close to gazetteer location,IG8 7GL,IG8,NULL,NULL,E09000026,REDBRIDGE,Redbridge,E05000497,Bridge,Bridge,541581,191913,541550,191950,51.6082586337,0.0432140302,London,Woodford,371,Woodford,NULL,,1,1,1,1,260,3
172567111,22 Oct 2011,2011,23:34:28,23,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,SE5 7SD,SE5,NULL,NULL,E09000028,SOUTHWARK,Southwark,E05000534,Brunswick Park,Brunswick Park,533160,177110,533150,177150,51.4772858354,-0.0839153794,London,Peckham,222,Peckham,NULL,,1,1,1,1,260,1
172568111,22 Oct 2011,2011,23:38:47,23,Fire,Primary Fire,,Dwelling,"Purpose Built Flats/Maisonettes - 10 or more storeys ",Within same building,,N18,0,20704996,E09000010,ENFIELD,Enfield,E05000212,Upper Edmonton,Upper Edmonton,NULL,NULL,534450,192350,NULL,NULL,London,Edmonton,309,Edmonton,310,Edmonton,1,2,2,1,260,2
172569111,22 Oct 2011,2011,23:41:08,23,Special Service,Special Service,Flooding,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Correct incident location,,HA2,0,21201331,E09000015,HARROW,Harrow,E05000305,West Harrow,West Harrow,NULL,NULL,513050,187550,NULL,NULL,London,Harrow,325,Harrow,NULL,,1,1,1,1,260,1
172572111,22 Oct 2011,2011,23:46:36,23,False Alarm,False alarm - Good intent,,Dwelling,"House - single occupancy ",Correct incident location,,SE6,0,22005190,E09000023,LEWISHAM,Lewisham,E05000437,Bellingham,Bellingham,NULL,NULL,537650,171550,NULL,NULL,London,Beckenham,257,Downham,341,Beckenham,2,2,2,1,260,1
172573111,22 Oct 2011,2011,23:49:42,23,False Alarm,False alarm - Malicious,,Dwelling,"House - single occupancy ",Correct incident location,,N17,0,21103255,E09000014,HARINGEY,Haringey,E05000281,Tottenham Hale,Tottenham Hale,NULL,NULL,534650,189350,NULL,NULL,London,Tottenham,239,Tottenham,277,Tottenham,1,2,2,1,260,1
172574111,22 Oct 2011,2011,23:57:57,23,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,SE5 7SR,SE5,NULL,NULL,E09000028,SOUTHWARK,Southwark,E05000534,Brunswick Park,Brunswick Park,533335,177130,533350,177150,51.4774243668,-0.0813894259,London,Peckham,213,Peckham,NULL,,1,1,1,1,260,1
172575111,22 Oct 2011,2011,23:59:51,23,False Alarm,AFA,,Dwelling,"Self contained Sheltered Housing ",Within same building,,SW3,0,21700196,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009403,Royal Hospital,Royal Hospital,NULL,NULL,528050,177850,NULL,NULL,London,Chelsea,163,Chelsea,180,Chelsea,1,2,2,1,260,1
172577111,23 Oct 2011,2011,00:01:59,0,Fire,Secondary Fire,,Outdoor,"Cemetery ",On land associated with building,SE1 8TY,SE1,200000525111,21901466,E09000022,LAMBETH,Lambeth,E05000416,Bishop's,Bishop's,531130,180083,531150,180050,51.5044772739,-0.1120262326,London,Lambeth,NULL,,NULL,,1,1,1,1,260,1
172578111,23 Oct 2011,2011,00:16:27,0,Special Service,Special Service,Flooding,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Within same building,,TW3,0,21501254,E09000018,HOUNSLOW,Hounslow,E05000359,Hounslow Heath,Hounslow Heath,NULL,NULL,513350,174750,NULL,NULL,London,Heston,351,Heston,NULL,,1,1,1,1,260,1
172579111,23 Oct 2011,2011,00:18:35,0,False Alarm,AFA,,Non Residential,"Large supermarket ",Within same building,SW15 3DT,SW15,121000063,22904403,E09000032,WANDSWORTH,Wandsworth,E05000621,Roehampton and Putney Heath,Roehampton and Putney Heath,521953,172596,521950,172550,51.4392404523,-0.2467637671,London,Wandsworth,305,Wandsworth,NULL,,1,1,1,1,260,1
172580111,23 Oct 2011,2011,00:28:25,0,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street close to gazetteer location,SE5 7SD,SE5,NULL,NULL,E09000028,SOUTHWARK,Southwark,E05000534,Brunswick Park,Brunswick Park,533160,177110,533150,177150,51.4772858354,-0.0839153794,London,Peckham,213,Peckham,NULL,,1,1,1,1,260,3
172583111,23 Oct 2011,2011,00:34:26,0,False Alarm,False alarm - Good intent,,Dwelling,"House - single occupancy ",Correct incident location,,TW4,0,21501745,E09000018,HOUNSLOW,Hounslow,E05000359,Hounslow Heath,Hounslow Heath,NULL,NULL,512950,175050,NULL,NULL,London,Feltham,360,Feltham,379,Feltham,1,2,2,1,260,1
172584111,23 Oct 2011,2011,00:36:59,0,False Alarm,AFA,,Other Residential,"Student Hall of Residence ",Within same building,SE10 9ED,SE10,10010216949,20801575,E09000011,GREENWICH,Greenwich,E05000222,Greenwich West,Greenwich West,538203,177736,538250,177750,51.4817022126,-0.0110992628,London,Greenwich,191,Greenwich,231,Deptford,2,2,2,1,260,1
172585111,23 Oct 2011,2011,00:39:31,0,Special Service,Special Service,No action (not false alarm),Road Vehicle,"Van ",In street close to gazetteer location,UB10 8DN,UB10,NULL,NULL,E09000017,HILLINGDON,Hillingdon,E05000333,Ickenham,Ickenham,506878,186215,506850,186250,51.5646952145,-0.4594466906,London,Ruislip,341,Ruislip,467,Hillingdon,2,2,2,1,260,1
172586111,23 Oct 2011,2011,00:40:26,0,False Alarm,AFA,,Non Residential,"Theatre ",Correct incident location,E15 1BN,E15,10008985555,22202040,E09000025,NEWHAM,Newham,E05000492,Stratford and New Town,Stratford and New Town,538856,184521,538850,184550,51.5425135888,0.0009699073,London,Stratford,290,Stratford,NULL,,1,1,1,1,260,1
172588111,23 Oct 2011,2011,00:45:06,0,False Alarm,AFA,,Non Residential,"Hospital ",Within same building,NW3 2PF,NW3,5155897,20400300,E09000007,CAMDEN,Camden,E05000135,Hampstead Town,Hampstead Town,527297,185410,527250,185450,51.5532265330,-0.1652982258,London,Kentish Town,253,Belsize,335,West Hampstead,2,2,2,1,260,1
172589111,23 Oct 2011,2011,00:48:30,0,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,SE5 7SR,SE5,200003456453,22502369,E09000028,SOUTHWARK,Southwark,E05011115,St. Giles,St. Giles,533335,177130,533350,177150,51.4774243668,-0.0813894259,London,Peckham,140,Peckham,384,Peckham,1,2,2,1,260,1
172592111,23 Oct 2011,2011,00:52:32,0,Special Service,Special Service,Advice Only,Dwelling,"Converted Flat/Maisonette - Up to 2 storeys ",Within same building,,N22,0,21104845,E09000014,HARINGEY,Haringey,E05000267,Bounds Green,Bounds Green,NULL,NULL,530350,190950,NULL,NULL,London,Southgate,412,Southgate,412,Hornsey,2,3,3,1,260,1
172591111,23 Oct 2011,2011,00:52:53,0,Fire,Primary Fire,,Road Vehicle,"Multiple Vehicles ",In street outside gazetteer location,DA8 2DL,DA8,NULL,NULL,E09000004,BEXLEY,Bexley,E05000079,North End,North End,551957,176407,551950,176450,51.4662366005,0.1862540859,London,Bexley,453,Bexley,NULL,,1,1,1,2,520,11
172598111,23 Oct 2011,2011,00:55:48,0,Fire,Primary Fire,,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Correct incident location,,N3,0,20013420,E09000003,BARNET,Barnet,E05000051,Finchley Church End,Finchley Church End,NULL,NULL,525050,190250,NULL,NULL,London,Finchley,291,Finchley,292,Finchley,1,2,2,5,1300,1
172602111,23 Oct 2011,2011,00:59:15,0,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,SE15 6JF,SE15,NULL,NULL,E09000028,SOUTHWARK,Southwark,E05000546,Peckham,Peckham,533750,177250,533750,177250,51.4784048390,-0.0753717992,London,Peckham,130,Peckham,NULL,,1,1,1,1,260,1
172604111,23 Oct 2011,2011,01:00:22,1,Fire,Primary Fire,,Outdoor Structure,"Tunnel/ subway ",In street close to gazetteer location,TW4 7QB,TW4,NULL,NULL,E09000018,HOUNSLOW,Hounslow,E05000350,Cranford,Cranford,511318,176433,511350,176450,51.4759157287,-0.3985041736,London,Feltham,527,Feltham,NULL,,1,1,1,1,260,1
172606111,23 Oct 2011,2011,01:07:29,1,Special Service,Special Service,Lift Release,Dwelling,"Purpose Built Flats/Maisonettes - 4 to 9 storeys ",Nearby address - street not listed in gazetteer,,E2,0,NULL,E09000030,TOWER HAMLETS,Tower Hamlets,E05009331,St. Peter's,St. Peter's,NULL,NULL,534650,183250,NULL,NULL,London,Bethnal Green,NULL,,NULL,,1,1,1,1,260,1
172607111,23 Oct 2011,2011,01:08:38,1,False Alarm,AFA,,Other Residential,"Hostel (e.g. for homeless people) ",Within same building,E1 5ER,E1,6148007,22700336,E09000030,TOWER HAMLETS,Tower Hamlets,E05009333,Spitalfields & Banglatown,Spitalfields & Banglatown,533924,182129,533950,182150,51.5222088596,-0.0710165090,London,Whitechapel,319,Whitechapel,NULL,,1,1,1,1,260,1
172609111,23 Oct 2011,2011,01:22:16,1,False Alarm,AFA,,Non Residential,"Call Centre ",Correct incident location,E7 8AB,E7,46062270,22201573,E09000025,NEWHAM,Newham,E05000484,Forest Gate South,Forest Gate South,540951,185099,540950,185050,51.5471880928,0.0313907598,London,Stratford,293,Stratford,NULL,,1,1,1,1,260,1
172610111,23 Oct 2011,2011,01:33:42,1,Special Service,Special Service,RTC,Outdoor,"Road surface/pavement ",In street outside gazetteer location,DA8 3EE,DA8,NULL,NULL,E09000004,BEXLEY,Bexley,E05000075,Erith,Erith,550560,177576,550550,177550,51.4771131849,0.1666561194,London,Erith,269,Erith,NULL,,1,1,1,1,260,1
172611111,23 Oct 2011,2011,01:44:39,1,Special Service,Special Service,Flooding,Dwelling,"House - single occupancy ",Within same building,,BR5,0,20301322,E09000006,BROMLEY,Bromley,E05000122,Orpington,Orpington,NULL,NULL,547350,166150,NULL,NULL,London,Orpington,288,Orpington,NULL,,1,1,1,1,260,1
172613111,23 Oct 2011,2011,01:51:10,1,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,E11 1NR,E11,NULL,NULL,E09000031,WALTHAM FOREST,Waltham Forest,E05000595,Forest,Forest,539068,188312,539050,188350,51.5765268466,0.0055228163,London,Leytonstone,416,Leytonstone,NULL,,1,1,1,1,260,4
172622111,23 Oct 2011,2011,02:03:43,2,Special Service,Special Service,Flooding,Dwelling,"Purpose Built Flats/Maisonettes - 4 to 9 storeys ",Correct incident location,,W10,0,21700938,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009396,Golborne,Golborne,NULL,NULL,524150,182150,NULL,NULL,London,North Kensington,289,North Kensington,NULL,,1,1,1,1,260,2
172621111,23 Oct 2011,2011,02:05:45,2,Fire,Secondary Fire,,Outdoor,"Park ",Open land/water - nearest gazetteer location,TW12 1PB,TW12,NULL,NULL,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05000518,Fulwell and Hampton Hill,Fulwell and Hampton Hill,514425,171019,514450,171050,51.4266362385,-0.3555348590,London,Twickenham,612,Twickenham,NULL,,1,1,1,1,260,2
172627111,23 Oct 2011,2011,02:32:08,2,False Alarm,AFA,,Non Residential,"Club/night club ",Correct incident location,SW1A 1JT,SW1A,100023336943,8400683,E09000033,WESTMINSTER,Westminster,E05000644,St. James's,St. James's,529125,180375,529150,180350,51.5075626417,-0.1407916735,London,Soho,316,Soho,NULL,,1,1,1,1,260,1
172628111,23 Oct 2011,2011,02:35:25,2,Fire,Secondary Fire,,Outdoor Structure,Railings,On land associated with building,E7 0EU,E7,10009009289,22208074,E09000025,NEWHAM,Newham,E05000483,Forest Gate North,Forest Gate North,540263,185615,540250,185650,51.5519962247,0.0216809765,London,Stratford,357,Stratford,NULL,,1,1,1,1,260,3
172629111,23 Oct 2011,2011,02:36:23,2,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street close to gazetteer location,W1B 5DG,W1B,NULL,NULL,E09000033,WESTMINSTER,Westminster,E05000649,West End,West End,529341,180688,529350,180650,51.5103261910,-0.1375662591,London,Soho,384,Soho,NULL,,1,1,1,1,260,1
172630111,23 Oct 2011,2011,02:38:47,2,Special Service,Special Service,Effecting entry/exit,Dwelling,"Purpose Built Flats/Maisonettes - Up to 3 storeys ",Within same building,,NW1,0,8401836,E09000033,WESTMINSTER,Westminster,E05000632,Bryanston and Dorset Square,Bryanston and Dorset Square,NULL,NULL,527350,182150,NULL,NULL,London,Paddington,355,Paddington,NULL,,1,1,1,1,260,1
172631111,23 Oct 2011,2011,02:40:16,2,Fire,Secondary Fire,,Outdoor,"Loose refuse ",In street outside gazetteer location,W7 3QP,W7,NULL,NULL,E09000009,EALING,Ealing,E05000180,Hobbayne,Hobbayne,515458,180807,515450,180850,51.5143995456,-0.3374880775,London,Ealing,324,Ealing,NULL,,1,1,1,1,260,1
172634111,23 Oct 2011,2011,02:44:49,2,Special Service,Special Service,Assist other agencies,Outdoor,"Railway ",Open land/water - nearest gazetteer location,E9 5DW,E9,NULL,NULL,E09000012,HACKNEY,Hackney,E05009374,Hackney Wick,Hackney Wick,536866,184502,536850,184550,51.5428283072,-0.0277153507,London,Homerton,250,Homerton,308,Homerton,1,2,2,5,1300,1
172636111,23 Oct 2011,2011,02:58:03,2,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W8,0,21701204,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009388,Abingdon,Abingdon,NULL,NULL,525350,178950,NULL,NULL,London,Kensington,284,Kensington,554,Hammersmith,2,2,2,1,260,1
172639111,23 Oct 2011,2011,03:13:39,3,Fire,Primary Fire,,Dwelling,"House - single occupancy ",Correct incident location,,N11,0,20016720,E09000003,BARNET,Barnet,E05000047,Coppetts,Coppetts,NULL,NULL,527550,192250,NULL,NULL,London,Southgate,382,Finchley,429,Southgate,2,2,2,1,260,1
172640111,23 Oct 2011,2011,03:25:54,3,False Alarm,AFA,,Dwelling,"Purpose Built Flats/Maisonettes - 4 to 9 storeys ",Correct incident location,,SE26,0,22001942,E09000023,LEWISHAM,Lewisham,E05000452,Sydenham,Sydenham,NULL,NULL,536150,171650,NULL,NULL,London,Forest Hill,363,Forest Hill,364,Forest Hill,1,2,2,1,260,1
172641111,23 Oct 2011,2011,03:27:54,3,False Alarm,False alarm - Good intent,,Non Residential,"Purpose built office ",Within same building,EC3A 8EP,EC3A,95505974,8100503,E09000001,CITY OF LONDON,City Of london,E05009289,Aldgate,Aldgate,533375,181375,533350,181350,51.5155629640,-0.0792102946,London,Whitechapel,250,Whitechapel,260,Whitechapel,1,2,2,2,520,2
172643111,23 Oct 2011,2011,03:32:35,3,Fire,Primary Fire,,Road Vehicle,"Car ",Open land/water - nearest gazetteer location,SE28 8AU,SE28,NULL,NULL,E09000011,GREENWICH,Greenwich,E05000228,Thamesmead Moorings,Thamesmead Moorings,546948,180106,546950,180150,51.5007951115,0.1157359054,London,Plumstead,436,Plumstead,NULL,,1,1,1,1,260,1
172644111,23 Oct 2011,2011,03:36:46,3,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),On land associated with building,RM7 9QU,RM7,100021384058,21301367,E09000016,HAVERING,Havering,E05000306,Brooklands,Brooklands,550705,188471,550750,188450,51.5749675941,0.1733992784,London,Romford,412,Romford,NULL,,1,1,1,1,260,6
172646111,23 Oct 2011,2011,03:38:37,3,Special Service,Special Service,Lift Release,Dwelling,"Purpose Built Flats/Maisonettes - 10 or more storeys ",Within same building,,SW8,0,21902256,E09000022,LAMBETH,Lambeth,E05000429,Stockwell,Stockwell,NULL,NULL,530050,176850,NULL,NULL,London,Clapham,NULL,,NULL,,1,1,1,1,260,1
