Unit ID,Call Type,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location
669,E32,Structure Fire,04/15/2000,04/15/2000 10:49:54 AM,04/15/2000 10:56:02 AM,04/15/2000 10:57:03 AM,04/15/2000 10:57:52 AM,04/15/2000 10:59:34 AM,,SF,94112.0,B09,32.0,6113.0,3,3,3,False,1,ENGINE,1.0,9,11,Excelsior,"(37.7287295501651, -122.431293846084)"
698,E32,Structure Fire,04/15/2000,04/15/2000 01:24:33 PM,04/15/2000 01:25:35 PM,04/15/2000 01:25:44 PM,04/15/2000 01:27:21 PM,04/15/2000 01:28:40 PM,,SF,94110.0,B06,11.0,5612.0,3,3,3,False,1,ENGINE,3.0,6,8,Mission,"(37.7487967064237, -122.423129011156)"
700,E07,Structure Fire,04/15/2000,04/15/2000 01:29:54 PM,04/15/2000 01:38:04 PM,04/15/2000 01:38:20 PM,04/15/2000 01:38:35 PM,04/15/2000 01:39:24 PM,,SF,94110.0,B02,7.0,5247.0,3,3,3,False,1,ENGINE,1.0,2,9,Mission,"(37.7632997692, -122.421731523653)"
740,E44,Structure Fire,04/15/2000,04/15/2000 04:10:19 PM,04/15/2000 04:10:50 PM,04/15/2000 04:10:58 PM,04/15/2000 04:15:24 PM,04/15/2000 04:16:08 PM,,SF,94124.0,B10,44.0,6544.0,3,3,3,True,1,ENGINE,1.0,10,10,Bayview Hunters Point,"(37.7217158813579, -122.395943827693)"
744,E13,Structure Fire,04/15/2000,04/15/2000 04:19:54 PM,04/15/2000 04:21:00 PM,04/15/2000 04:21:11 PM,04/15/2000 04:22:08 PM,04/15/2000 04:23:23 PM,,SF,94105.0,B01,13.0,1236.0,3,3,3,False,1,ENGINE,1.0,3,3,Financial District/South Beach,"(37.7892643215998, -122.401375491221)"
751,E13,Structure Fire,04/15/2000,04/15/2000 04:49:54 PM,04/15/2000 04:56:57 PM,04/15/2000 04:57:06 PM,04/15/2000 04:57:52 PM,04/15/2000 04:59:23 PM,,SF,94108.0,B01,13.0,1314.0,3,3,3,False,1,ENGINE,1.0,1,3,Financial District/South Beach,"(37.7924507523927, -122.405938120147)"
752,E38,Structure Fire,04/15/2000,04/15/2000 04:49:54 PM,04/15/2000 04:58:57 PM,04/15/2000 04:59:21 PM,04/15/2000 05:01:07 PM,04/15/2000 05:02:11 PM,,SF,94115.0,B04,38.0,3621.0,3,3,3,False,1,ENGINE,1.0,4,5,Pacific Heights,"(37.7870514617121, -122.435084186101)"
757,E34,Structure Fire,04/15/2000,04/15/2000 05:19:54 PM,04/15/2000 05:22:05 PM,04/15/2000 05:22:14 PM,04/15/2000 05:25:00 PM,,,SF,94121.0,B07,34.0,7313.0,3,3,3,True,1,ENGINE,1.0,7,1,Outer Richmond,"(37.7794096627403, -122.511424139529)"
763,E08,Structure Fire,04/15/2000,04/15/2000 05:29:54 PM,04/15/2000 05:37:02 PM,04/15/2000 05:37:21 PM,04/15/2000 05:38:25 PM,04/15/2000 05:40:16 PM,,SF,94107.0,B03,8.0,2152.0,3,3,3,False,1,ENGINE,1.0,3,6,Financial District/South Beach,"(37.7842053064379, -122.392118767755)"
773,E01,Structure Fire,04/15/2000,04/15/2000 06:09:54 PM,04/15/2000 06:17:40 PM,04/15/2000 06:18:42 PM,04/15/2000 06:20:08 PM,04/15/2000 06:20:21 PM,,SF,94105.0,B03,1.0,2177.0,3,3,3,False,1,ENGINE,2.0,3,6,Financial District/South Beach,"(37.7850302848881, -122.400468484412)"
